study_ID,author_first,year,extracted,ecotype,family,species,species_iucn,species_phylo,origin,method,empty_bladder,mean_mass_g,dors_SA_cm2,vent_SA_cm2,D,lat,lon,skin_temp,t_skin_est,trt_temp,airflow_ml_s,airflow_cm_s,RH_perc,es_kPa,ea_kPa,VPD_kPa,duration_min,hydration,strategy,strategy2,days_cocoon,trait,response,trait_unit,mean,sd,se,sample_size,unit_corrected_mean,unit_corrected_sd,unit,r_s_mean,r_s_sd,r_s_se,pv_skin_g_ml_min,pv_air_g_ml_min,r_t,rw,Cp,p,r_b,r_s_est,Gr,v,calculated,notes,title,ref,,
27,Dabes,2012,Table 2,Semi-aquatic,Leptodactylidae,Leptodactylus macrosternum,Leptodactylus latrans,Leptodactylus_latrans,wild,mass change,no,36.92,,,,-12.55,-38.016667,,24.64999961,27,,,,,,,,80,,,,water gain,water uptake,mg cm min,1.68,0.64,,10,100.8,38.4,mg cm h,,,,,,,,,,,,,,,,,,,
27,Dabes,2012,Table 2,Arboreal,Hylidae,Phyllodytes melanomystax,Phyllodytes melanomystax,Phyllodytes_melanomystax,wild,mass change,no,1,,,,-12.55,-38.016667,,24.64999961,27,,,,,,,,80,,,,water gain,water uptake,mg cm min,0.99,0.3,,10,59.4,18,mg cm h,,,,,,,,,,,,,,,,,,,
27,Dabes,2012,Table 2,Ground-dwelling,Bufonidae,Rhinella jimi,Rhinella jimi,Rhinella_jimi,wild,mass change,no,341.54,,,,-12.55,-38.016667,,24.64999961,27,,,,,,,,80,,,,water gain,water uptake,mg cm min,1,0.75,,10,60,45,mg cm h,,,,,,,,,,,,,,,,,,,
27,Dabes,2012,Table 2,Arboreal,Hylidae,Scinax auratus,Scinax auratus,Scinax_auratus,wild,mass change,no,0.78,,,,-12.55,-38.016667,,24.64999961,27,,,,,,,,80,,,,water gain,water uptake,mg cm min,1.02,0.37,,10,61.2,22.2,mg cm h,,,,,,,,,,,,,,,,,,,
27,Dabes,2012,Table 2,Arboreal,Hylidae,Scinax eurydice,Scinax eurydice,Scinax_eurydice,wild,mass change,no,2.07,,,,-12.55,-38.016667,,24.64999961,27,,,,,,,,80,,,,water gain,water uptake,mg cm min,2.51,0.8,,8,150.6,48,mg cm h,,,,,,,,,,,,,,,,,,,
28,Shoemaker,1972,Table 2,Arboreal,Phyllomedusidae,Phyllomedusa sauvagii,Phyllomedusa sauvagii,Phyllomedusa_sauvagii,wild,chemical desiccant,yes,29.425,54.91592817,,0.357212337,19.6683,-99.0188,,23.74999964,26,,0.2,0.008967,3.462177571,0.000310453,3.461867118,,,water-proof,,,water loss,evaporative water loss,mg g h,0.825,0.548725797,,4,0.442050709,0.29401773,mg cm h,,,,2.752E-05,2.51281E-05,224.1006079,1.91578E-09,1.004840002,1.180008631,4.767265879,219.333342,,,yes,RH assumed from Drierite efficiency,Uricotelism and Low Evaporative Water Loss in a South American Frog,https://www.science.org/doi/abs/10.1126/science.175.4025.1018,,
28,Shoemaker,1972,Table 2,Fossorial,Bufonidae,Bufo cognatus,Anaxyrus cognatus,Anaxyrus_cognatus,lab,chemical desiccant,yes,36.55,60.67229399,,0.401610697,,,,23.74999964,26,,0.2,0.008967,3.462177571,0.000310453,3.461867118,,,,,,water loss,evaporative water loss,mg g h,12,0.282842712,,2,7.228999782,0.170389159,mg cm h,,,,2.752E-05,2.51281E-05,13.70367072,1.91578E-09,1.004840002,1.180008631,5.154121708,8.549549015,,,yes,,,,,
28,Shoemaker,1972,Table 2,Fossorial,Scaphiopodidae,Scaphiopus couchii,Scaphiopus couchii,Scaphiopus_couchii,lab,chemical desiccant,yes,25.85,47.65185615,,0.361650468,,,,23.74999964,26,,0.2,0.008967,3.462177571,0.000310453,3.461867118,,,,,,water loss,evaporative water loss,mg g h,13.9,0.424264069,,2,7.540419808,0.230153179,mg cm h,,,,2.752E-05,2.51281E-05,13.13770787,1.91578E-09,1.004840002,1.180008631,4.806631782,8.33107609,,,yes,,,,,
28,Shoemaker,1972,Table 2,Semi-aquatic,Ranidae,Rana temporaria,Rana temporaria,Rana_temporaria,lab,chemical desiccant,yes,28.55,67.68915059,,0.281187076,,,,23.74999964,26,,0.2,0.008967,3.462177571,0.000310453,3.461867118,,,,,,water loss,evaporative water loss,mg g h,16.55,3.323401872,,2,6.980476131,1.401747881,mg cm h,,,,2.752E-05,2.51281E-05,14.19155811,1.91578E-09,1.004840002,1.180008631,4.064913092,10.12664502,,,yes,,,,,
29,Titon Jr,2020,Table 1,Ground-dwelling,Bufonidae,Rhinella icterica,Rhinella icterica,Rhinella_icterica,wild,mass change,yes,36.55,60.67229399,,0.401610697,-22.893892,-48.502164,,27.34999952,30,,1.5,50,4.396610118,2.198305059,2.198305059,,,,,,water loss,evaporative water loss,mg cm min,2.248,0.313065488,0.099,10,2.248,0.313065488,mg cm h,,,,3.49476E-05,3.14891E-05,30.75213307,1.35658E-05,1.004851416,1.164438667,1.985974498,28.76615857,510.4112288,0.138564803,yes,original units not correct,Water balance and locomotor performance in three species of neotropical toads that differ in geographical distribution,https://www.sciencedirect.com/science/article/pii/S1095643310000231?casa_token=I7iiw48hmSMAAAAA:IhfNOqKB0yaCh4pnA9dISvrL--dujXChQfsd-LCbcOUtAIAHroH3snex0PsugUlvzzqFhwCmgA6p,,
29,Titon Jr,2020,Table 1,Ground-dwelling,Bufonidae,Rhinella schneideri,Rhinella diptycha,Rhinella_schneideri,wild,mass change,yes,25.85,47.98675291,,0.359126531,-22.88929722,48.71856389,,27.34999952,30,,1.5,50,4.396610118,2.198305059,2.198305059,,,,,,water loss,evaporative water loss,mg cm min,2.018,0.354175098,0.112,10,2.018,0.354175098,mg cm h,,,,3.49476E-05,3.14891E-05,34.25708381,1.35658E-05,1.004851416,1.164438667,2.413549188,31.84353462,,,yes,,,,,
29,Titon Jr,2020,Table 1,Ground-dwelling,Bufonidae,Rhinella ornata,Rhinella ornata,Rhinella_ornata,wild,mass change,yes,28.55,51.32625066,,0.370830015,-22.88929722,48.71856389,,27.34999952,30,,1.5,50,4.396610118,2.198305059,2.198305059,,,,,,water loss,evaporative water loss,mg cm min,1.862,0.135977939,0.043,10,1.862,0.135977939,mg cm h,,,,3.49476E-05,3.14891E-05,37.12717247,1.35658E-05,1.004851416,1.164438667,2.465652081,34.66152038,,,yes,,,,,
29,Titon Jr,2020,Table 1,Ground-dwelling,Bufonidae,Rhinella icterica,Rhinella icterica,Rhinella_icterica,wild,mass change,yes,36.55,,30.33587397,,-22.893892,-48.502164,,27.34999952,30,,,,,,,,80,,,,water gain,water uptake,mg g h,8.606,2.599392237,0.822,10,10.36888867,3.131862505,mg cm h,,,,,,,,,,,,,,,,,,,
29,Titon Jr,2020,Table 1,Ground-dwelling,Bufonidae,Rhinella schneideri,Rhinella diptycha,Rhinella_schneideri,wild,mass change,yes,25.85,,23.99316052,,-22.88929722,48.71856389,,27.34999952,30,,,,,,,,80,,,,water gain,water uptake,mg g h,10.526,4.20266701,1.329,10,11.340611,4.52791295,mg cm h,,,,,,,,,,,,,,,,,,,
29,Titon Jr,2020,Table 1,Ground-dwelling,Bufonidae,Rhinella ornata,Rhinella ornata,Rhinella_ornata,wild,mass change,yes,28.55,,25.66289436,,-22.88929722,48.71856389,,27.34999952,30,,,,,,,,80,,,,water gain,water uptake,mg g h,4.783,0.907573688,0.287,10,5.321093096,1.00967679,mg cm h,,,,,,,,,,,,,,,,,,,
30,Prates,2009,Table 1,Ground-dwelling,Bufonidae,Rhinella granulosa,Rhinella granulosa,Rhinella_granulosa,wild,mass change,yes,9.6,24.53562697,,0.260844918,-14.7981,-39.0347,,22.84999967,25,,40,50,3.258157936,1.629078968,1.629078968,,,,,,water loss,evaporative water loss,mg cm h,34.4,5.28,,16,34.4,5.28,mg cm h,0.16,0.13,,,,,,,,,0.16,,,no,,Cutaneous Resistance to Evaporative Water Loss in Brazilian Rhinella (Anura: Bufonidae) from Contrasting Environments,https://meridian.allenpress.com/copeia/article-abstract/2009/3/618/114991/Cutaneous-Resistance-to-Evaporative-Water-Loss-in,,
30,Prates,2009,Table 1,Ground-dwelling,Bufonidae,Rhinella ornata,Rhinella ornata,Rhinella_ornata,wild,mass change,yes,12.6,29.4967396,,0.284776952,-23.5614,-46.7308,,22.84999967,25,,40,50,3.258157936,1.629078968,1.629078968,,,,,,water loss,evaporative water loss,mg cm h,45.9,3.51,,19,45.9,3.51,mg cm h,0.08,0.05,,,,,,,,,0.08,,,no,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,no,30.5,85.70628927,,0.237244118,,,,13.84999988,15,,0.25,1,1.734325813,0.017343258,1.716982555,,,,,,water loss,,s cm,,,,6,,,s cm,5.4,2.4,,,,,1.07024E-07,1.00484009,1.225054943,3.498645321,,,,,,Body temperature and resistance to evaporative water loss in tropical Australian frogs,https://www.sciencedirect.com/science/article/pii/S1095643306002042?casa_token=tc8pW-PVHCsAAAAA:Rn9VCwqFCbA9Fb9z2MlGYJ_cFIrVEh98oY5hIMkaqC6S0hqDg-mA0x7RxpXi2crdXAkaO0T7R_SL#tbl1,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,no,31.5,87.87189251,,0.23898403,,,,18.34999979,20,,0.25,1,2.389938612,0.023899386,2.366039226,,,,,,water loss,,s cm,,,,6,,,s cm,3.3,1,,,,,1.47481E-07,1.004840124,1.204160266,3.455748753,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,no,32.5,90.02197699,,0.240681728,,,,22.84999967,25,,0.25,1,3.258157936,0.032581579,3.225576356,,,,,,water loss,,s cm,,,,6,,,s cm,3.7,1.5,,,,,2.01058E-07,1.004840169,1.183966399,3.413852153,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,no,33.5,92.15712652,,0.24233949,,,,27.34999952,30,,0.25,1,4.396610118,0.043966101,4.352644017,,,,,,water loss,,s cm,,,,6,,,s cm,6.7,6.8,,,,,2.71311E-07,1.004840228,1.164438667,3.372930297,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,no,34.5,94.2778862,,0.243959405,,,,31.84999935,35,,0.25,1,5.875438988,0.05875439,5.816684598,,,,,,water loss,,s cm,,,,6,,,s cm,4.2,2.7,,,,,3.62568E-07,1.004840305,1.145544644,3.332957599,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,no,35.5,96.38476608,,0.245543398,,,,36.34999915,40,,0.25,1,7.77931818,0.077793182,7.701524998,,,,,,water loss,,s cm,,,,6,,,s cm,4.5,2.9,,,,,4.80054E-07,1.004840404,1.127253974,3.293908353,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,no,36.5,98.47824431,,0.247093246,,,35.5,39.04999902,43,,0.25,1,9.167089633,0.091670896,9.075418736,,,,,,water loss,,s cm,,,,6,,,s cm,4.1,2.2,,,,,5.65692E-07,1.004840476,1.116557273,3.276353037,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana longipes,Litoria longicrus,Cyclorana_longipes,wild,water vapour,no,7.41,28.68871859,,0.172192949,,,,13.84999988,15,,0.25,1,1.734325813,0.017343258,1.716982555,,,,,,water loss,,s cm,,,,8,,,s cm,3.8,1.1,,,,,1.07024E-07,1.00484009,1.225054943,2.826220082,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana longipes,Litoria longicrus,Cyclorana_longipes,wild,water vapour,no,8.41,31.6399996,,0.177201679,,,,18.34999979,20,,0.25,1,2.389938612,0.023899386,2.366039226,,,,,,water loss,,s cm,,,,8,,,s cm,3,1.3,,,,,1.47481E-07,1.004840124,1.204160266,2.831574956,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana longipes,Litoria longicrus,Cyclorana_longipes,wild,water vapour,no,9.41,34.51265263,,0.181768904,,,,22.84999967,25,,0.25,1,3.258157936,0.032581579,3.225576356,,,,,,water loss,,s cm,,,,8,,,s cm,2.9,1.4,,,,,2.01058E-07,1.004840169,1.183966399,2.831676501,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana longipes,Litoria longicrus,Cyclorana_longipes,wild,water vapour,no,10.41,37.3168439,,0.185974813,,,,27.34999952,30,,0.25,1,4.396610118,0.043966101,4.352644017,,,,,,water loss,,s cm,,,,8,,,s cm,2.9,1,,,,,2.71311E-07,1.004840228,1.164438667,2.827725885,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana longipes,Litoria longicrus,Cyclorana_longipes,wild,water vapour,no,11.41,40.06057814,,0.189878914,,,,31.84999935,35,,0.25,1,5.875438988,0.05875439,5.816684598,,,,,,water loss,,s cm,,,,8,,,s cm,2.7,1,,,,,3.62568E-07,1.004840305,1.145544644,2.820601926,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana longipes,Litoria longicrus,Cyclorana_longipes,wild,water vapour,no,12.41,42.75030717,,0.193526681,,,,36.34999915,40,,0.25,1,7.77931818,0.077793182,7.701524998,,,,,,water loss,,s cm,,,,8,,,s cm,4,2.1,,,,,4.80054E-07,1.004840404,1.127253974,2.810965363,,,,,,,,,
31,Tracy,2008,Table 1,Fossorial,Hylidae,Cyclorana longipes,Litoria longicrus,Cyclorana_longipes,wild,water vapour,no,13.41,45.3913319,,0.196953706,,,,40.84999893,45,,0.25,1,10.20965777,0.102096578,10.10756119,,,,,,water loss,,s cm,,,,8,,,s cm,3.1,1.2,,,,,6.30028E-07,1.00484053,1.109538211,2.799323961,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria bicolor,Litoria bicolor,Litoria_bicolor,wild,water vapour,no,0.62,4.210384308,,0.098169879,,,,13.84999988,15,,0.25,1,1.734325813,0.017343258,1.716982555,,,water-proof,water-proof,,water loss,,s cm,,,,12,,,s cm,23.8,14.7,,,,,1.07024E-07,1.00484009,1.225054943,1.943914974,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria bicolor,Litoria bicolor,Litoria_bicolor,wild,water vapour,no,0.62,4.210384308,,0.098169879,,,,18.34999979,20,,0.25,1,2.389938612,0.023899386,2.366039226,,,water-proof,water-proof,,water loss,,s cm,,,,12,,,s cm,15.4,10.1,,,,,1.47481E-07,1.004840124,1.204160266,1.910759402,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria bicolor,Litoria bicolor,Litoria_bicolor,wild,water vapour,no,0.62,4.210384308,,0.098169879,,,,22.84999967,25,,0.25,1,3.258157936,0.032581579,3.225576356,,,water-proof,water-proof,,water loss,,s cm,,,,12,,,s cm,20.8,7.1,,,,,2.01058E-07,1.004840169,1.183966399,1.878715894,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria bicolor,Litoria bicolor,Litoria_bicolor,wild,water vapour,no,0.62,4.210384308,,0.098169879,,,,27.34999952,30,,0.25,1,4.396610118,0.043966101,4.352644017,,,water-proof,water-proof,,water loss,,s cm,,,,12,,,s cm,23.5,10.2,,,,,2.71311E-07,1.004840228,1.164438667,1.84772943,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria bicolor,Litoria bicolor,Litoria_bicolor,wild,water vapour,no,0.62,4.210384308,,0.098169879,,,,31.84999935,35,,0.25,1,5.875438988,0.05875439,5.816684598,,,water-proof,water-proof,,water loss,,s cm,,,,12,,,s cm,21.2,9.8,,,,,3.62568E-07,1.004840305,1.145544644,1.817748563,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria bicolor,Litoria bicolor,Litoria_bicolor,wild,water vapour,no,0.62,4.210384308,,0.098169879,,,,36.34999915,40,,0.25,1,7.77931818,0.077793182,7.701524998,,,water-proof,water-proof,,water loss,,s cm,,,,12,,,s cm,15.3,8,,,,,4.80054E-07,1.004840404,1.127253974,1.788725131,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria bicolor,Litoria bicolor,Litoria_bicolor,wild,water vapour,no,0.62,4.210384308,,0.098169879,,,37,40.84999893,45,,0.25,1,10.20965777,0.102096578,10.10756119,,,water-proof,water-proof,,water loss,,s cm,,,,12,,,s cm,9.7,4.4,,,,,6.30028E-07,1.00484053,1.109538211,1.760614003,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,28.2,80.66301519,,0.233068168,,,,13.84999988,15,,0.25,1,1.734325813,0.017343258,1.716982555,,,,,,water loss,,s cm,,,,6,,,s cm,13.6,5.6,,,,,1.07024E-07,1.00484009,1.225054943,3.457509634,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,28.2,80.66301519,,0.233068168,,,,18.34999979,20,,0.25,1,2.389938612,0.023899386,2.366039226,,,,,,water loss,,s cm,,,,6,,,s cm,12.7,0.8,,,,,1.47481E-07,1.004840124,1.204160266,3.398538069,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,28.2,80.66301519,,0.233068168,,,,22.84999967,25,,0.25,1,3.258157936,0.032581579,3.225576356,,,,,,water loss,,s cm,,,,6,,,s cm,12.7,0.3,,,,,2.01058E-07,1.004840169,1.183966399,3.341544456,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,28.2,80.66301519,,0.233068168,,,,27.34999952,30,,0.25,1,4.396610118,0.043966101,4.352644017,,,,,,water loss,,s cm,,,,6,,,s cm,10.9,2.4,,,,,2.71311E-07,1.004840228,1.164438667,3.286430936,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,28.2,80.66301519,,0.233068168,,,,31.84999935,35,,0.25,1,5.875438988,0.05875439,5.816684598,,,,,,water loss,,s cm,,,,6,,,s cm,10.4,0.9,,,,,3.62568E-07,1.004840305,1.145544644,3.233106001,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,28.2,80.66301519,,0.233068168,,,,36.34999915,40,,0.25,1,7.77931818,0.077793182,7.701524998,,,,,,water loss,,s cm,,,,6,,,s cm,10.7,1.5,,,,,4.80054E-07,1.004840404,1.127253974,3.181483993,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,28.2,80.66301519,,0.233068168,,,36,39.04999902,43,,0.25,1,9.167089633,0.091670896,9.075418736,,,,,,water loss,,s cm,,,,6,,,s cm,8.2,1.7,,,,,5.65692E-07,1.004840476,1.116557273,3.151294587,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria coplandi,Litoria coplandi,Litoria_coplandi,wild,water vapour,no,3.79,17.07985563,,0.147932406,,,,13.84999988,15,,0.25,1,1.734325813,0.017343258,1.716982555,,,,,,water loss,,s cm,,,,8,,,s cm,7.8,1.6,,,,,1.07024E-07,1.00484009,1.225054943,2.554358898,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria coplandi,Litoria coplandi,Litoria_coplandi,wild,water vapour,no,3.79,17.07985563,,0.147932406,,,,18.34999979,20,,0.25,1,2.389938612,0.023899386,2.366039226,,,,,,water loss,,s cm,,,,8,,,s cm,8.9,2,,,,,1.47481E-07,1.004840124,1.204160266,2.510791545,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria coplandi,Litoria coplandi,Litoria_coplandi,wild,water vapour,no,3.79,17.07985563,,0.147932406,,,,22.84999967,25,,0.25,1,3.258157936,0.032581579,3.225576356,,,,,,water loss,,s cm,,,,8,,,s cm,8.8,2.5,,,,,2.01058E-07,1.004840169,1.183966399,2.468685475,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria coplandi,Litoria coplandi,Litoria_coplandi,wild,water vapour,no,3.79,17.07985563,,0.147932406,,,,27.34999952,30,,0.25,1,4.396610118,0.043966101,4.352644017,,,,,,water loss,,s cm,,,,8,,,s cm,9.2,2.7,,,,,2.71311E-07,1.004840228,1.164438667,2.427968391,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria coplandi,Litoria coplandi,Litoria_coplandi,wild,water vapour,no,3.79,17.07985563,,0.147932406,,,,31.84999935,35,,0.25,1,5.875438988,0.05875439,5.816684598,,,,,,water loss,,s cm,,,,8,,,s cm,8.9,2,,,,,3.62568E-07,1.004840305,1.145544644,2.388572689,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria coplandi,Litoria coplandi,Litoria_coplandi,wild,water vapour,no,3.79,17.07985563,,0.147932406,,,,36.34999915,40,,0.25,1,7.77931818,0.077793182,7.701524998,,,,,,water loss,,s cm,,,,8,,,s cm,4.7,1.9,,,,,4.80054E-07,1.004840404,1.127253974,2.350435084,,,,,,,,,
31,Tracy,2008,Table 1,Arboreal,Hylidae,Litoria coplandi,Litoria coplandi,Litoria_coplandi,wild,water vapour,no,3.79,17.07985563,,0.147932406,,,35,40.84999893,45,,0.25,1,10.20965777,0.102096578,10.10756119,,,,,,water loss,,s cm,,,,8,,,s cm,7.1,2.4,,,,,6.30028E-07,1.00484053,1.109538211,2.313496272,,,,,,,,,
31,Tracy,2008,Table 1,Semi-aquatic,Hylidae,Litoria dahlii,Litoria dahlii,Litoria_dahlii,wild,water vapour,no,15.3,50.2649886,,0.202924343,,,,13.84999988,15,,0.25,1,1.734325813,0.017343258,1.716982555,,,,,,water loss,,s cm,,,,4,,,s cm,3.2,1.4,,,,,1.07024E-07,1.00484009,1.225054943,3.152857112,,,,,,,,,
31,Tracy,2008,Table 1,Semi-aquatic,Hylidae,Litoria dahlii,Litoria dahlii,Litoria_dahlii,wild,water vapour,no,15.3,50.2649886,,0.202924343,,,,18.34999979,20,,0.25,1,2.389938612,0.023899386,2.366039226,,,,,,water loss,,s cm,,,,4,,,s cm,2.5,0.6,,,,,1.47481E-07,1.004840124,1.204160266,3.099081724,,,,,,,,,
31,Tracy,2008,Table 1,Semi-aquatic,Hylidae,Litoria dahlii,Litoria dahlii,Litoria_dahlii,wild,water vapour,no,15.3,50.2649886,,0.202924343,,,,22.84999967,25,,0.25,1,3.258157936,0.032581579,3.225576356,,,,,,water loss,,s cm,,,,4,,,s cm,2.4,0.9,,,,,2.01058E-07,1.004840169,1.183966399,3.047110006,,,,,,,,,
31,Tracy,2008,Table 1,Semi-aquatic,Hylidae,Litoria dahlii,Litoria dahlii,Litoria_dahlii,wild,water vapour,no,15.3,50.2649886,,0.202924343,,,,27.34999952,30,,0.25,1,4.396610118,0.043966101,4.352644017,,,,,,water loss,,s cm,,,,4,,,s cm,2.5,0.2,,,,,2.71311E-07,1.004840228,1.164438667,2.996852719,,,,,,,,,
31,Tracy,2008,Table 1,Semi-aquatic,Hylidae,Litoria dahlii,Litoria dahlii,Litoria_dahlii,wild,water vapour,no,15.3,50.2649886,,0.202924343,,,,31.84999935,35,,0.25,1,5.875438988,0.05875439,5.816684598,,,,,,water loss,,s cm,,,,4,,,s cm,2.3,0.09,,,,,3.62568E-07,1.004840305,1.145544644,2.948226419,,,,,,,,,
31,Tracy,2008,Table 1,Semi-aquatic,Hylidae,Litoria dahlii,Litoria dahlii,Litoria_dahlii,wild,water vapour,no,15.3,50.2649886,,0.202924343,,,,36.34999915,40,,0.25,1,7.77931818,0.077793182,7.701524998,,,,,,water loss,,s cm,,,,4,,,s cm,2.5,1.1,,,,,4.80054E-07,1.004840404,1.127253974,2.901152995,,,,,,,,,
31,Tracy,2008,Table 1,Semi-aquatic,Hylidae,Litoria dahlii,Litoria dahlii,Litoria_dahlii,wild,water vapour,no,15.3,50.2649886,,0.202924343,,,34.5,40.84999893,45,,0.25,1,10.20965777,0.102096578,10.10756119,,,,,,water loss,,s cm,,,,4,,,s cm,2.7,1.6,,,,,6.30028E-07,1.00484053,1.109538211,2.855559248,,,,,,,,,
31,Tracy,2008,Table 1,Ground-dwelling,Hylidae,Litoria inermis,Litoria inermis,Litoria_inermis,wild,water vapour,no,2.11,10.8577352,,0.129554206,,,,13.84999988,15,,0.25,1,1.734325813,0.017343258,1.716982555,,,,,,water loss,,s cm,,,,8,,,s cm,4.7,0.9,,,,,1.07024E-07,1.00484009,1.225054943,2.338365825,,,,,,,,,
31,Tracy,2008,Table 1,Ground-dwelling,Hylidae,Litoria inermis,Litoria inermis,Litoria_inermis,wild,water vapour,no,2.11,10.8577352,,0.129554206,,,,18.34999979,20,,0.25,1,2.389938612,0.023899386,2.366039226,,,,,,water loss,,s cm,,,,8,,,s cm,4.1,2.1,,,,,1.47481E-07,1.004840124,1.204160266,2.298482468,,,,,,,,,
31,Tracy,2008,Table 1,Ground-dwelling,Hylidae,Litoria inermis,Litoria inermis,Litoria_inermis,wild,water vapour,no,2.11,10.8577352,,0.129554206,,,,22.84999967,25,,0.25,1,3.258157936,0.032581579,3.225576356,,,,,,water loss,,s cm,,,,8,,,s cm,5.4,3.7,,,,,2.01058E-07,1.004840169,1.183966399,2.259936829,,,,,,,,,
31,Tracy,2008,Table 1,Ground-dwelling,Hylidae,Litoria inermis,Litoria inermis,Litoria_inermis,wild,water vapour,no,2.11,10.8577352,,0.129554206,,,,27.34999952,30,,0.25,1,4.396610118,0.043966101,4.352644017,,,,,,water loss,,s cm,,,,8,,,s cm,4.2,1.3,,,,,2.71311E-07,1.004840228,1.164438667,2.222662726,,,,,,,,,
31,Tracy,2008,Table 1,Ground-dwelling,Hylidae,Litoria inermis,Litoria inermis,Litoria_inermis,wild,water vapour,no,2.11,10.8577352,,0.129554206,,,,31.84999935,35,,0.25,1,5.875438988,0.05875439,5.816684598,,,,,,water loss,,s cm,,,,8,,,s cm,4.9,1.1,,,,,3.62568E-07,1.004840305,1.145544644,2.18659827,,,,,,,,,
31,Tracy,2008,Table 1,Ground-dwelling,Hylidae,Litoria inermis,Litoria inermis,Litoria_inermis,wild,water vapour,no,2.11,10.8577352,,0.129554206,,,,36.34999915,40,,0.25,1,7.77931818,0.077793182,7.701524998,,,,,,water loss,,s cm,,,,8,,,s cm,6.4,3.2,,,,,4.80054E-07,1.004840404,1.127253974,2.151685528,,,,,,,,,
